County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Richmond,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover,not available,Rare,not listed,S3,G5,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower,not available,Rare,not listed,S3,G5,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Polygala nuttallii,Nuttall's Milkwort,not available,Threatened,not listed,S2,G5,Historically Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum torreyi,Torrey's Mountain Mint,2003,Endangered,not listed,S1,G2,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Quercus marilandica var. marilandica,Blackjack Oak,not available,Rare,not listed,S3,G5T4T5,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,1882,Endangered,not listed,S1,G5,Historically Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,1908,Endangered,not listed,SH,G4,Historically Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,1997,Threatened,not listed,S2,G5TNR,Recently Confirmed
Richmond,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1902,Endangered,not listed,S2,G5,Historically Confirmed
Rockland,Animal,Reptiles,Lizards,Sceloporus undulatus,Fence Lizard,1952,Threatened,not listed,S1,G5,Historically Confirmed
Rockland,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Rockland,Plant,Flowering Plants,Grasses,Diplachne fusca ssp. fascicularis,Salt-meadow Grass,1966,Endangered,not listed,S1S2,G5T5,Historically Confirmed
Rockland,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Rockland,Plant,Flowering Plants,Other Flowering Plants,Carya laciniosa,Big Shellbark Hickory,not available,Threatened,not listed,S2,G5,Historically Confirmed
Rockland,Plant,Flowering Plants,Other Flowering Plants,Iris prismatica,Slender Blue Flag,not available,Threatened,not listed,S2,G4G5,Historically Confirmed
Rockland,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Rockland,Plant,Flowering Plants,Sedges,Carex bullata,Button Sedge,1916,Endangered,not listed,S1,G5,Historically Confirmed
Rockland,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2015,Threatened,not listed,S2S3,G4?,Recently Confirmed
Rockland,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Rockland,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,not available,Rare,not listed,S3S4,G4G5,Recently Confirmed
Saratoga,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Saratoga,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,2016,Endangered,Endangered,S1,G5T2,Recently Confirmed
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Saratoga,Plant,Flowering Plants,Sedges,Carex tenuiflora,Sparse-flowered Sedge,1954,Endangered,not listed,S1,G5,Historically Confirmed
Saratoga,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Schenectady,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2013,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,not available,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1949,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,not available,Threatened,not listed,S2,G5,Historically Confirmed
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,not available,Threatened,not listed,S2,G5T4T5,Possible but not Confirmed
Schenectady,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,2003,Rare,not listed,S3,G5,Recently Confirmed
Schoharie,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,not available,Threatened,not listed,S3B,G5,Historically Confirmed
Schoharie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2017,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Schoharie,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Schuyler,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Schuyler,Animal,Fish,"Minnows, Shiners, Suckers",Erimyzon sucetta,Lake Chubsucker,not available,Threatened,not listed,SH,G5,Historically Confirmed
Schuyler,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,not available,Threatened,not listed,S2,G5,Historically Confirmed
Schuyler,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Schuyler,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Seneca,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2004,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Seneca,Plant,Ferns and Fern Allies,Ferns,Dryopteris celsa,Log Fern,1938,Endangered,not listed,S1,G4,Historically Confirmed
Seneca,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,not available,Endangered,not listed,S1S2,G4,Historically Confirmed
Seneca,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Historically Confirmed
Seneca,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Seneca,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,1974,Endangered,not listed,S1,G5,Historically Confirmed
Seneca,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,not available,Rare,not listed,S3,G5T3,Historically Confirmed
Seneca,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,1995,Endangered,not listed,S1,G5,Recently Confirmed
Seneca,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Possible but not Confirmed
St. Lawrence,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2007,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
St. Lawrence,Animal,Fish,"Minnows, Shiners, Suckers",Notropis anogenus,Pugnose Shiner,2004,Endangered,not listed,S1S2,G3,Recently Confirmed
St. Lawrence,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,not available,Threatened,not listed,S2S3,G4,Recently Confirmed
St. Lawrence,Plant,Ferns and Fern Allies,Ferns,Dryopteris fragrans,Fragrant Cliff Fern,not available,Endangered,not listed,S1S2,G5,Recently Confirmed
St. Lawrence,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,2007,Threatened,not listed,S2,G5T5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster,not available,Rare,not listed,S3,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,2004,Threatened,not listed,S2,G5T5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Grasses,Piptatheropsis canadensis,Canada Rice Grass,1994,Threatened,not listed,S2,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Purple Rock Cress,2006,Threatened,not listed,S2,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,2007,Endangered,not listed,S1,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,not available,Threatened,not listed,S2,G5,Historically Confirmed
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,2005,Threatened,not listed,S2S3,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Utricularia geminiscapa,Hiddenfruit Bladderwort,not available,Rare,not listed,S3,G4G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,2006,Endangered,not listed,S1,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Sedges,Carex arcta,Northern Clustered Sedge,not available,Endangered,not listed,S1,G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Sedges,Carex careyana,Carey's Sedge,2004,Endangered,not listed,S1S2,G4G5,Recently Confirmed
St. Lawrence,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,not available,Endangered,not listed,S1S2,G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2008,Endangered,not listed,S2,G5,Recently Confirmed
Steuben,Animal,Fish,Darters and Sunfishes,Percina evides,Gilt Darter,not available,Endangered,not listed,SH,G4,Historically Confirmed
Steuben,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2014,Threatened,not listed,S3,G4,Recently Confirmed
Steuben,Plant,Flowering Plants,Other Flowering Plants,Allium cernuum,Wild Onion,1953,Threatened,not listed,S2,G5,Historically Confirmed
Steuben,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush,not available,Endangered,not listed,S2,G5,Historically Confirmed
Suffolk,Animal,Fish,Darters and Sunfishes,Enneacanthus obesus,Banded Sunfish,2007,Threatened,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimifolia,Coastal Goldenrod,2006,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Grasses,Chasmanthium laxum,Slender Spike Grass,2014,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Grasses,Phragmites americanus,American Phragmites,not available,Rare,not listed,S3,G5T4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,1912,Endangered,not listed,S1,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Northern Gama Grass,2007,Threatened,not listed,S2,G5TNR,Recently Confirmed
Suffolk,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth,not available,Endangered,not listed,S1,G1G2,Historically Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Amaranthus pumilus,Seabeach Amaranth,2008,Threatened,Threatened,S2,G2,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,not available,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Crataegus uniflora,Dwarf Hawthorn,1916,Endangered,not listed,SH,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Cuscuta compacta,Sessile Dodder,not available,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Drosera filiformis,Thread-leaved Sundew,not available,Rare,not listed,S3,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Gaylussacia bigeloviana,Northern Dwarf Huckleberry,2003,Endangered,not listed,S1S2,G5T4T5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Lespedeza angustifolia,Narrow-leaved Bush Clover,1986,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Green Parrot's Feather,2004,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Oenothera oakesiana,Oakes' Evening Primrose,2015,Threatened,not listed,S2,G4G5Q,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Plantago maritima var. juncoides,Seaside Plantain,2015,Threatened,not listed,S2S3,G5T5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Sabulina caroliniana,Pine-barren Sandwort,not available,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Suaeda rolandii,Roland's Sea Blite,2003,Endangered,not listed,S1,G1G2,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Utricularia subulata,Zigzag Bladderwort,not available,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,1925,Endangered,not listed,S1,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Rushes,Luzula bulbosa,Hairy Wood Rush,2010,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Bolboschoenus novae-angliae,Saltmarsh Bulrush,2007,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex bullata,Button Sedge,2001,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,1984,Rare,not listed,S3,G5T5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex striatula,Lined Sedge,not available,Endangered,not listed,SH,G4G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,2008,Endangered,not listed,S1S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Eleocharis quadrangulata,Angled Spike Rush,2010,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Rhynchospora macrostachya,Tall Beak Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,1994,Endangered,not listed,S1S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Scleria muehlenbergii,Muhlenberg's Nut Sedge,2005,Endangered,not listed,S1,G5,Recently Confirmed
Sullivan,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,not available,Endangered,Endangered,S1,G5T2,Extirpated
Sullivan,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1956,Endangered,not listed,S1,G4,Historically Confirmed
Sullivan,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Recently Confirmed
Sullivan,Plant,Flowering Plants,Other Flowering Plants,Potamogeton confervoides,Algae-like Pondweed,not available,Rare,not listed,S3,G4,Historically Confirmed
Sullivan,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Tioga,Animal,Butterflies and Moths,Butterflies and Skippers,Pyrgus wyandot,Southern Grizzled Skipper,1970,Endangered,not listed,SH,G1G2Q,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,not available,Threatened,not listed,S2,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,1922,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1905,Endangered,not listed,S2,G5,Historically Confirmed
Tompkins,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,not available,Threatened,not listed,"S3B,S1N",G5,Historically Confirmed
Tompkins,Animal,Butterflies and Moths,Butterflies and Skippers,Pyrgus wyandot,Southern Grizzled Skipper,1970,Endangered,not listed,SH,G1G2Q,Historically Confirmed
Tompkins,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1940,Endangered,Threatened,S2,G3,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,1943,Threatened,not listed,S2S3,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Collinsia verna,Blue-eyed-Mary,not available,Endangered,not listed,SH,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,1947,Threatened,not listed,S2,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Hydrocotyle umbellata,Many-flowered Marsh Pennywort,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,not available,Endangered,not listed,S3,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,not available,Endangered,not listed,S2,G5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,2000,Threatened,not listed,S2,G5T5,Recently Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Historically Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Historically Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,2002,Threatened,not listed,S2S3,G5,Recently Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,2001,Threatened,not listed,S2S3,G3G4,Recently Confirmed
Ulster,Animal,Fish,Darters and Sunfishes,Lepomis peltastes,Northern Sunfish,1974,Threatened,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Asplenium montanum,Mountain Spleenwort,2014,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Myriopteris lanosa,Woolly Lip Fern,1970,Endangered,not listed,SH,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Grasses,Diarrhena obovata,Beakgrass,2007,Threatened,not listed,S2,G4G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1931,Endangered,not listed,S1,G4,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Crassula aquatica,Water Pigmyweed,1936,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,2011,Threatened,not listed,S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,2008,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,2008,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Thaspium barbinode,Hairy-jointed Meadow Parsnip,not available,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,2014,Threatened,not listed,S2,G4,Recently Confirmed
Warren,Animal,Fish,Salmon and Trout,Prosopium cylindraceum,Round Whitefish,not available,Endangered,not listed,S1S2,G5,Possible but not Confirmed
Warren,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,1999,Endangered,Endangered,S1,G2,Recently Confirmed
Warren,Plant,Flowering Plants,Grasses,Piptatheropsis canadensis,Canada Rice Grass,2006,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,not available,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Halenia deflexa ssp. deflexa,Spurred Gentian,1985,Endangered,not listed,S1,G5T5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,1943,Threatened,not listed,S2S3,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,2006,Threatened,not listed,S1S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Vaccinium cespitosum,Dwarf Bilberry,not available,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Rushes,Luzula bulbosa,Hairy Wood Rush,not available,Rare,not listed,S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,2008,Endangered,not listed,S1,G5,Recently Confirmed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2012,Threatened,not listed,S3B,G5,Recently Confirmed
Washington,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2016,Threatened,not listed,S3,G4,Recently Confirmed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,not available,Endangered,not listed,S1,G5?,Historically Confirmed
Washington,Plant,Flowering Plants,Orchids,Isotria medeoloides,Small Whorled Pogonia,1875,Endangered,Threatened,S1,G2?,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,not available,Threatened,not listed,S2,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Draba glabella,Smooth Whitlow Grass,1987,Endangered,not listed,S1,G5,Recently Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,1908,Threatened,not listed,S2S3,G4,Historically Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,1918,Threatened,not listed,S2S3,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex scirpoidea ssp. scirpoidea,Canadian Single-spike Sedge,1999,Endangered,not listed,S1,G5T5,Recently Confirmed
Wayne,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,not available,Threatened,not listed,S2,G4,Historically Confirmed
Wayne,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ciliolatum,Lindley's Aster,1938,Endangered,not listed,S1,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Alisma gramineum,Grass-leaved Water Plantain,not available,Threatened,not listed,S3S4,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge,1919,Endangered,not listed,S1S2,G4G5,Historically Confirmed
Westchester,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Westchester,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Westchester,Animal,Reptiles,Lizards,Sceloporus undulatus,Fence Lizard,2017,Threatened,not listed,S1,G5,Recently Confirmed
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimifolia,Coastal Goldenrod,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
